tanggal,kecamatan,kota,target_total,target_harian,suntikan_1,keterangan,suntikan_2
26/06/2021,Penjaringan,Jakarta Utara,231336,2860,3643,Tercapai,10
26/06/2021,Ciracas,Jakarta Timur,221198,2800,761,Tidak Tercapai,5
26/06/2021,Pulo Gadung,Jakarta Timur,225123,2779,436,Tidak Tercapai,2
26/06/2021,Kembangan,Jakarta Barat,214043,2686,106,Tidak Tercapai,0
26/06/2021,Cipayung,Jakarta Timur,201654,2658,700,Tidak Tercapai,11
26/06/2021,Tambora,Jakarta Barat,200360,2565,597,Tidak Tercapai,12
26/06/2021,Pesanggrahan,Jakarta Selatan,185969,2378,579,Tidak Tercapai,7
26/06/2021,Kemayoran,Jakarta Pusat,188682,2364,2481,Tercapai,3
26/06/2021,Tebet,Jakarta Selatan,176385,2177,699,Tidak Tercapai,0
26/06/2021,Grogol Petamburan,Jakarta Barat,178891,2095,2524,Tercapai,11
26/06/2021,Palmerah,Jakarta Barat,166705,2077,719,Tidak Tercapai,17
26/06/2021,Pasar Rebo,Jakarta Timur,164381,2071,1351,Tidak Tercapai,1
26/06/2021,Cilandak,Jakarta Selatan,163026,2047,1479,Tidak Tercapai,4
26/06/2021,Makasar,Jakarta Timur,158891,1927,1774,Tidak Tercapai,136
26/06/2021,Matraman,Jakarta Timur,139214,1745,769,Tidak Tercapai,3
26/06/2021,Tanah Abang,Jakarta Pusat,130291,1647,1633,Tidak Tercapai,4
26/06/2021,Pancoran,Jakarta Selatan,126184,1612,2782,Tercapai,0
26/06/2021,Pademangan,Jakarta Utara,121625,1492,1958,Tercapai,8
26/06/2021,Mampang Prapatan,Jakarta Selatan,114768,1483,541,Tidak Tercapai,20
26/06/2021,Kebayoran Baru,Jakarta Selatan,116091,1342,8250,Tercapai,294
26/06/2021,Taman Sari,Jakarta Barat,98165,1149,3,Tidak Tercapai,0
26/06/2021,Sawah Besar,Jakarta Pusat,100082,1120,175,Tidak Tercapai,2
26/06/2021,Kelapa Gading,Jakarta Utara,108121,1114,1421,Tercapai,13
26/06/2021,Johar Baru,Jakarta Pusat,103494,1102,761,Tidak Tercapai,2
26/06/2021,Senen,Jakarta Pusat,93920,1099,195,Tidak Tercapai,5
26/06/2021,Setia Budi,Jakarta Selatan,86331,1019,404,Tidak Tercapai,1
26/06/2021,Cempaka Putih,Jakarta Pusat,74156,893,176,Tidak Tercapai,1
26/06/2021,Gambir,Jakarta Pusat,74839,879,1713,Tercapai,42
26/06/2021,Menteng,Jakarta Pusat,67585,770,2275,Tercapai,1
26/06/2021,Kep. Seribu Utara,Kepulauan Seribu,11451,122,55,Tidak Tercapai,3
26/06/2021,Kep. Seribu Selatan,Kepulauan Seribu,8039,82,58,Tidak Tercapai,8
27/06/2021,Cakung,Jakarta Timur,393257,5333,1439,Tidak Tercapai,0
27/06/2021,Cengkareng,Jakarta Barat,400577,5041,786,Tidak Tercapai,2
27/06/2021,Kali Deres,Jakarta Barat,310580,4295,1590,Tidak Tercapai,1
27/06/2021,Cilincing,Jakarta Utara,297146,4073,710,Tidak Tercapai,0
27/06/2021,Duren Sawit,Jakarta Timur,316352,4006,1,Tidak Tercapai,0
27/06/2021,Tanjung Priok,Jakarta Utara,298459,3728,0,Tidak Tercapai,12
27/06/2021,Jagakarsa,Jakarta Selatan,251984,3291,0,Tidak Tercapai,0
27/06/2021,Kebon Jeruk,Jakarta Barat,257954,3285,0,Tidak Tercapai,0
27/06/2021,Koja,Jakarta Utara,239255,3253,146,Tidak Tercapai,0
27/06/2021,Kebayoran Lama,Jakarta Selatan,236795,3018,869,Tidak Tercapai,2
27/06/2021,Jatinegara,Jakarta Timur,235252,3010,27,Tidak Tercapai,1
27/06/2021,Kramat Jati,Jakarta Timur,222733,2939,892,Tidak Tercapai,1
27/06/2021,Pasar Minggu,Jakarta Selatan,235775,2937,151,Tidak Tercapai,7
27/06/2021,Penjaringan,Jakarta Utara,231336,2860,348,Tidak Tercapai,1
27/06/2021,Ciracas,Jakarta Timur,221198,2800,928,Tidak Tercapai,7
27/06/2021,Pulo Gadung,Jakarta Timur,225123,2779,0,Tidak Tercapai,0
27/06/2021,Kembangan,Jakarta Barat,214043,2686,1008,Tidak Tercapai,0
27/06/2021,Cipayung,Jakarta Timur,201654,2658,8331,Tercapai,0
27/06/2021,Tambora,Jakarta Barat,200360,2565,0,Tidak Tercapai,2
27/06/2021,Pesanggrahan,Jakarta Selatan,185969,2378,1,Tidak Tercapai,0
27/06/2021,Kemayoran,Jakarta Pusat,188682,2364,549,Tidak Tercapai,2
27/06/2021,Tebet,Jakarta Selatan,176385,2177,0,Tidak Tercapai,0
27/06/2021,Grogol Petamburan,Jakarta Barat,178891,2095,47,Tidak Tercapai,10
27/06/2021,Palmerah,Jakarta Barat,166705,2077,44,Tidak Tercapai,0
27/06/2021,Pasar Rebo,Jakarta Timur,164381,2071,1,Tidak Tercapai,1
27/06/2021,Cilandak,Jakarta Selatan,163026,2047,168,Tidak Tercapai,1
27/06/2021,Makasar,Jakarta Timur,158891,1927,1207,Tidak Tercapai,0
27/06/2021,Matraman,Jakarta Timur,139214,1745,102,Tidak Tercapai,0
27/06/2021,Tanah Abang,Jakarta Pusat,130291,1647,0,Tidak Tercapai,1
27/06/2021,Pancoran,Jakarta Selatan,126184,1612,0,Tidak Tercapai,0
27/06/2021,Pademangan,Jakarta Utara,121625,1492,3,Tidak Tercapai,0
27/06/2021,Mampang Prapatan,Jakarta Selatan,114768,1483,2,Tidak Tercapai,0
27/06/2021,Kebayoran Baru,Jakarta Selatan,116091,1342,730,Tidak Tercapai,32
27/06/2021,Taman Sari,Jakarta Barat,98165,1149,0,Tidak Tercapai,0
27/06/2021,Sawah Besar,Jakarta Pusat,100082,1120,0,Tidak Tercapai,0
27/06/2021,Kelapa Gading,Jakarta Utara,108121,1114,298,Tidak Tercapai,0
27/06/2021,Johar Baru,Jakarta Pusat,103494,1102,21,Tidak Tercapai,0
27/06/2021,Senen,Jakarta Pusat,93920,1099,0,Tidak Tercapai,4
27/06/2021,Setia Budi,Jakarta Selatan,86331,1019,0,Tidak Tercapai,0
27/06/2021,Cempaka Putih,Jakarta Pusat,74156,893,116,Tidak Tercapai,0
27/06/2021,Gambir,Jakarta Pusat,74839,879,1,Tidak Tercapai,0
27/06/2021,Menteng,Jakarta Pusat,67585,770,1,Tidak Tercapai,0
27/06/2021,Kep. Seribu Utara,Kepulauan Seribu,11451,122,0,Tidak Tercapai,0
27/06/2021,Kep. Seribu Selatan,Kepulauan Seribu,8039,82,0,Tidak Tercapai,1
